shadow_rank,shadow_family,selection_rank,status,decision,model_id,candidate_name,model_kind,role,variant_name,leverage,allocation_fraction,target_notional_fraction_of_equity,expected_replay_notional_for_10000_equity,live_notional_for_10000_equity,notional_parity_passed,train_return,train_mdd,train_sharpe,train_sortino,train_smart_sortino,train_calmar,train_trade_event_count,train_turnover_proxy,train_return_per_turnover_proxy_bps,train_return_per_turnover_proxy_pass,validation_return,validation_mdd,validation_sharpe,validation_sortino,validation_smart_sortino,validation_calmar,validation_trade_event_count,validation_turnover_proxy,validation_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_pass,train_validation_return_ratio,locked_oos_return,locked_oos_mdd,locked_oos_sharpe,locked_oos_sortino,locked_oos_smart_sortino,locked_oos_calmar,locked_oos_trade_event_count,locked_oos_turnover_proxy,locked_oos_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_pass,locked_oos_liquidation_count,locked_oos_account_wipeout_count,avg_bbo_spread_bps_assumption,bbo_spread_multiplier,return_per_turnover_proxy_threshold_bps,execution_efficiency_proxy_gate_pass,selection_eligible,calendar_quarantined,historical_oos_bucket_quarantined,primary_10bps_promotion_gate_pass,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,primary_10bps_gate_reasons,trade_filter_params
11,thin_sample_shadow,17,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_4p0x_0p2alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,4.0,0.2,0.8,8000.0,8000.0,True,0.3346570119376624,0.06363911923267927,1.8328612055314089,0.24918486489380862,0.2342757617579666,5.2586681898295815,42,33.6,99.60030117192333,True,0.05772792493636425,0.013330264083699106,2.00752376184539,0.6485786644272155,0.6400466732469406,19.213912113454356,8,6.4,90.19988271306914,True,5.797142584053868,-0.0017168111427816601,0.0017168111427816601,-2.8029452799069166,-0.08394158892769572,-0.08379772406128756,-7.810416196549252,1,0.8,-21.46013928477075,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
12,thin_sample_shadow,18,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_4p0x_0p2alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,4.0,0.2,0.8,8000.0,8000.0,True,0.3346570119376624,0.06363911923267927,1.8328612055314089,0.24918486489380862,0.2342757617579666,5.2586681898295815,42,33.6,99.60030117192333,True,0.05772792493636425,0.013330264083699106,2.00752376184539,0.6485786644272155,0.6400466732469406,19.213912113454356,8,6.4,90.19988271306914,True,5.797142584053868,-0.0017168111427816601,0.0017168111427816601,-2.8029452799069166,-0.08394158892769572,-0.08379772406128756,-7.810416196549252,1,0.8,-21.46013928477075,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
13,thin_sample_shadow,21,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p125alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.125,0.75,7500.0,7500.0,True,0.311551607633334,0.05974366441037846,1.832605727870529,0.24889590098339187,0.2348642500466119,5.214805799210608,42,31.5,98.90527226455048,True,0.05412577669219609,0.012497559391810666,2.0076549032173445,0.6487155948329069,0.6407083047415727,19.110603480283984,8,6.0,90.20962782032683,True,5.756067195212255,-0.0016095104463577092,0.0016095104463577092,-2.802945279906918,-0.08394158892769572,-0.08380670116669314,-7.8132875303866225,1,0.75,-21.460139284769458,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
14,thin_sample_shadow,22,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.15,0.75,7500.0,7500.0,True,0.311551607633334,0.05974366441037846,1.832605727870529,0.24889590098339187,0.2348642500466119,5.214805799210608,42,31.5,98.90527226455048,True,0.05412577669219609,0.012497559391810666,2.0076549032173445,0.6487155948329069,0.6407083047415727,19.110603480283984,8,6.0,90.20962782032683,True,5.756067195212255,-0.0016095104463577092,0.0016095104463577092,-2.802945279906918,-0.08394158892769572,-0.08380670116669314,-7.8132875303866225,1,0.75,-21.460139284769458,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
15,thin_sample_shadow,23,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_6p0x_0p125alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.125,0.75,7500.0,7500.0,True,0.311551607633334,0.05974366441037846,1.832605727870529,0.24889590098339187,0.2348642500466119,5.214805799210608,42,31.5,98.90527226455048,True,0.05412577669219609,0.012497559391810666,2.0076549032173445,0.6487155948329069,0.6407083047415727,19.110603480283984,8,6.0,90.20962782032683,True,5.756067195212255,-0.0016095104463577092,0.0016095104463577092,-2.802945279906918,-0.08394158892769572,-0.08380670116669314,-7.8132875303866225,1,0.75,-21.460139284769458,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
16,thin_sample_shadow,24,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_5p0x_0p15alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.15,0.75,7500.0,7500.0,True,0.311551607633334,0.05974366441037846,1.832605727870529,0.24889590098339187,0.2348642500466119,5.214805799210608,42,31.5,98.90527226455048,True,0.05412577669219609,0.012497559391810666,2.0076549032173445,0.6487155948329069,0.6407083047415727,19.110603480283984,8,6.0,90.20962782032683,True,5.756067195212255,-0.0016095104463577092,0.0016095104463577092,-2.802945279906918,-0.08394158892769572,-0.08380670116669314,-7.8132875303866225,1,0.75,-21.460139284769458,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
17,thin_sample_shadow,25,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_4p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,4.0,0.175,0.7,7000.0,7000.0,True,0.28874924116819334,0.05583735224402077,1.8323488930684557,0.2486072307931148,0.23545978011171717,5.171255970489064,42,29.4,98.21402760822903,True,0.050522735702561716,0.011664793358210693,2.0077860378374965,0.6488524691732792,0.641371008888646,19.00771794757534,8,5.6,90.21917089743164,True,5.715233689405155,-0.0015022097499338694,0.0015022097499338694,-2.8029452799069166,-0.08394158892769572,-0.0838156801957084,-7.816160067892357,1,0.7,-21.460139284769564,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
18,thin_sample_shadow,26,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_4p0x_0p175alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,4.0,0.175,0.7,7000.0,7000.0,True,0.28874924116819334,0.05583735224402077,1.8323488930684557,0.2486072307931148,0.23545978011171717,5.171255970489064,42,29.4,98.21402760822903,True,0.050522735702561716,0.011664793358210693,2.0077860378374965,0.6488524691732792,0.641371008888646,19.00771794757534,8,5.6,90.21917089743164,True,5.715233689405155,-0.0015022097499338694,0.0015022097499338694,-2.8029452799069166,-0.08394158892769572,-0.0838156801957084,-7.816160067892357,1,0.7,-21.460139284769564,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
19,thin_sample_shadow,27,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p125alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,7.0,0.125,0.875,8750.0,8750.0,True,0.20703310923796447,0.12621160682279842,0.9682915089116656,0.0710166310397504,0.06305798182998515,1.6403650539735206,42,36.75,56.33553992869782,True,0.06312942079041761,0.014579204658876799,2.0073270371314527,0.6483731639799567,0.6390562323795642,19.36966756395596,8,7.0,90.18488684345373,True,3.279502752374214,-0.00187776218741742,0.00187776218741742,-2.802945279906918,-0.08394158892769572,-0.0837842620085953,-7.806111451641615,1,0.875,-21.460139284770516,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
20,thin_sample_shadow,28,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_7p0x_0p125alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,7.0,0.125,0.875,8750.0,8750.0,True,0.20703310923796447,0.12621160682279842,0.9682915089116656,0.0710166310397504,0.06305798182998515,1.6403650539735206,42,36.75,56.33553992869782,True,0.06312942079041761,0.014579204658876799,2.0073270371314527,0.6483731639799567,0.6390562323795642,19.36966756395596,8,7.0,90.18488684345373,True,3.279502752374214,-0.00187776218741742,0.00187776218741742,-2.802945279906918,-0.08394158892769572,-0.0837842620085953,-7.806111451641615,1,0.875,-21.460139284770516,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
21,thin_sample_shadow,31,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p125alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.125,0.625,6250.0,6250.0,True,0.25510870003819774,0.049957491484039905,1.8319610897523644,0.24817477548671532,0.23636649816740485,5.106515408598892,42,26.25,97.18426668121818,True,0.04511655305454387,0.010415530740801173,2.007982727104554,0.6490576752775711,0.6423670811964903,18.854183723732373,8,5.0,90.23310610908774,True,5.654436847819089,-0.0013412587052981095,0.0013412587052981095,-2.8029452799069174,-0.08394158892769572,-0.08382915234735208,-7.820471132059206,1,0.625,-21.460139284769753,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
22,thin_sample_shadow,32,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_5p0x_0p125alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.125,0.625,6250.0,6250.0,True,0.25510870003819774,0.049957491484039905,1.8319610897523644,0.24817477548671532,0.23636649816740485,5.106515408598892,42,26.25,97.18426668121818,True,0.04511655305454387,0.010415530740801173,2.007982727104554,0.6490576752775711,0.6423670811964903,18.854183723732373,8,5.0,90.23310610908774,True,5.654436847819089,-0.0013412587052981095,0.0013412587052981095,-2.8029452799069174,-0.08394158892769572,-0.08382915234735208,-7.820471132059206,1,0.625,-21.460139284769753,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
23,thin_sample_shadow,33,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p1alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.1,0.6000000000000001,6000.000000000001,6000.000000000001,True,0.24404413374990508,0.047992091895846946,1.831831140203752,0.24803077020853007,0.23667236816628595,5.085090566161042,42,25.200000000000003,96.84291021821629,True,0.04331407193699399,0.00999907991524828,2.0080482868158973,0.6491260491390805,0.6426996440368543,18.803217567387488,8,4.800000000000001,90.23764986873746,True,5.634292109615077,-0.0012876083570861896,0.0012876083570861896,-2.802945279906918,-0.08394158892769571,-0.0838336440270415,-7.82190875579266,1,0.6000000000000001,-21.460139284769824,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
24,thin_sample_shadow,34,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_4p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,4.0,0.15,0.6,6000.0,6000.0,True,0.24404413374990508,0.047992091895846786,1.83183114020375,0.24803077020852982,0.23667236816628576,5.085090566161059,42,25.2,96.8429102182163,True,0.04331407193699399,0.00999907991524828,2.0080482868158973,0.6491260491390805,0.6426996440368543,18.803217567387488,8,4.8,90.23764986873749,True,5.634292109615077,-0.0012876083570861896,0.0012876083570861896,-2.802945279906918,-0.08394158892769571,-0.0838336440270415,-7.82190875579266,1,0.6,-21.460139284769827,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
25,thin_sample_shadow,35,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_3p0x_0p2alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,3.0,0.2,0.6000000000000001,6000.000000000001,6000.000000000001,True,0.24404413374990508,0.047992091895846946,1.831831140203752,0.24803077020853007,0.23667236816628595,5.085090566161042,42,25.200000000000003,96.84291021821629,True,0.04331407193699399,0.00999907991524828,2.0080482868158973,0.6491260491390805,0.6426996440368543,18.803217567387488,8,4.800000000000001,90.23764986873746,True,5.634292109615077,-0.0012876083570861896,0.0012876083570861896,-2.802945279906918,-0.08394158892769571,-0.0838336440270415,-7.82190875579266,1,0.6000000000000001,-21.460139284769824,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
26,thin_sample_shadow,36,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_6p0x_0p1alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.1,0.6000000000000001,6000.000000000001,6000.000000000001,True,0.24404413374990508,0.047992091895846946,1.831831140203752,0.24803077020853007,0.23667236816628595,5.085090566161042,42,25.200000000000003,96.84291021821629,True,0.04331407193699399,0.00999907991524828,2.0080482868158973,0.6491260491390805,0.6426996440368543,18.803217567387488,8,4.800000000000001,90.23764986873746,True,5.634292109615077,-0.0012876083570861896,0.0012876083570861896,-2.802945279906918,-0.08394158892769571,-0.0838336440270415,-7.82190875579266,1,0.6000000000000001,-21.460139284769824,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
27,thin_sample_shadow,37,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_4p0x_0p15alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,4.0,0.15,0.6,6000.0,6000.0,True,0.24404413374990508,0.047992091895846786,1.83183114020375,0.24803077020852982,0.23667236816628576,5.085090566161059,42,25.2,96.8429102182163,True,0.04331407193699399,0.00999907991524828,2.0080482868158973,0.6491260491390805,0.6426996440368543,18.803217567387488,8,4.8,90.23764986873749,True,5.634292109615077,-0.0012876083570861896,0.0012876083570861896,-2.802945279906918,-0.08394158892769571,-0.0838336440270415,-7.82190875579266,1,0.6,-21.460139284769827,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
28,thin_sample_shadow,38,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_3p0x_0p2alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,3.0,0.2,0.6000000000000001,6000.000000000001,6000.000000000001,True,0.24404413374990508,0.047992091895846946,1.831831140203752,0.24803077020853007,0.23667236816628595,5.085090566161042,42,25.200000000000003,96.84291021821629,True,0.04331407193699399,0.00999907991524828,2.0080482868158973,0.6491260491390805,0.6426996440368543,18.803217567387488,8,4.800000000000001,90.23764986873746,True,5.634292109615077,-0.0012876083570861896,0.0012876083570861896,-2.802945279906918,-0.08394158892769571,-0.0838336440270415,-7.82190875579266,1,0.6000000000000001,-21.460139284769824,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-21.460_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
