selection_rank,status,decision,model_id,candidate_name,model_kind,role,variant_name,leverage,allocation_fraction,target_notional_fraction_of_equity,expected_replay_notional_for_10000_equity,live_notional_for_10000_equity,notional_parity_passed,train_return,train_mdd,train_sharpe,train_sortino,train_smart_sortino,train_calmar,train_trade_event_count,train_turnover_proxy,train_return_per_turnover_proxy_bps,train_return_per_turnover_proxy_pass,validation_return,validation_mdd,validation_sharpe,validation_sortino,validation_smart_sortino,validation_calmar,validation_trade_event_count,validation_turnover_proxy,validation_return_per_turnover_proxy_bps,validation_return_per_turnover_proxy_pass,train_validation_return_ratio,locked_oos_return,locked_oos_mdd,locked_oos_sharpe,locked_oos_sortino,locked_oos_smart_sortino,locked_oos_calmar,locked_oos_trade_event_count,locked_oos_turnover_proxy,locked_oos_return_per_turnover_proxy_bps,locked_oos_return_per_turnover_proxy_pass,locked_oos_liquidation_count,locked_oos_account_wipeout_count,avg_bbo_spread_bps_assumption,bbo_spread_multiplier,return_per_turnover_proxy_threshold_bps,execution_efficiency_proxy_gate_pass,selection_eligible,calendar_quarantined,historical_oos_bucket_quarantined,primary_10bps_promotion_gate_pass,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,primary_10bps_gate_reasons,trade_filter_params
78,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_side_long_abs_score_ge_2p5_alpha_zoo_slow_residual_pair_7p0x_0p15alloc,alpha_zoo_slow_residual_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,side_long_abs_score_ge_2.5,7.0,0.15,1.05,10500.0,10500.0,True,0.1646795843255402,0.057178750908133444,1.0755689720032673,0.10744485463589643,0.10163357383375289,2.88008362739724,16,16.8,98.02356209853582,True,0.007523776512800229,6.627825272276233e-05,1.9980234954019562,4.928300393400607,4.927973775909276,466.57512452408685,2,2.1,35.82750720381061,True,21.887888887365303,-0.010913781123448207,0.013947064441244827,-2.133043330710681,-0.06542729626854653,-0.06452732944653429,-5.9226417293836375,2,2.1,-51.970386302134315,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_16_below_80;validation_trade_event_count_2_below_30;locked_oos_trade_event_count_2_below_20;validation_return_0.0075_below_0.02;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-51.970_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5, ""side"": ""LONG""}"
79,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_side_long_abs_score_ge_2p5_alpha_zoo_slow_residual_pair_6p0x_0p175alloc,alpha_zoo_slow_residual_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,side_long_abs_score_ge_2.5,6.0,0.175,1.0499999999999998,10499.999999999998,10499.999999999998,True,0.16467958432553997,0.05717875090813346,1.0755689720032666,0.10744485463589629,0.10163357383375275,2.8800836273972354,16,16.799999999999997,98.0235620985357,True,0.007523776512800229,6.627825272276233e-05,1.9980234954019562,4.928300393400607,4.927973775909276,466.57512452408685,2,2.0999999999999996,35.82750720381062,True,21.887888887365275,-0.010913781123448207,0.013947064441244827,-2.133043330710681,-0.06542729626854653,-0.06452732944653429,-5.9226417293836375,2,2.0999999999999996,-51.97038630213433,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_16_below_80;validation_trade_event_count_2_below_30;locked_oos_trade_event_count_2_below_20;validation_return_0.0075_below_0.02;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-51.970_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5, ""side"": ""LONG""}"
80,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_5p0x_0p125alloc,alpha_zoo_quality_single_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,5.0,0.125,0.625,6250.0,6250.0,True,0.2234797072307555,0.15319557245845775,1.012134858987053,0.29251077872012754,0.2536523601946667,1.4587869847959007,405,253.125,8.828827939980464,False,0.00527115487011609,0.06898653064447281,0.22086713972110242,0.047492979929025674,0.0444280433546651,0.3129690719720675,86,53.75,0.9806799758355518,False,42.396725715219524,0.010421894867355563,0.06632267915019216,0.5528300733728143,0.1679729242860775,0.15752541662149008,1.2795832045301614,53,33.125,3.1462324127865853,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,True,False,False,False,validation_return_0.0053_below_0.02;train_return_per_turnover_proxy_bps_8.829_not_above_10.000;validation_return_per_turnover_proxy_bps_0.981_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_3.146_not_above_10.000,,"{""abs_factor_score_min"": 1.5}"
81,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_side_long_family_volume_vwap_pressure_alpha_zoo_slow_residual_pair_7p0x_0p15alloc,alpha_zoo_slow_residual_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,side_long_family_volume_vwap_pressure,7.0,0.15,1.05,10500.0,10500.0,True,0.08254419132066326,0.03451226768204296,0.7393640154767688,0.09721878168367794,0.09397547493710155,2.391734790687537,30,31.5,26.20450518116294,True,0.059487474858140876,0.0034852986610939595,2.782015556179128,1.0361007086496719,1.0325021303571613,75.92989103043053,7,7.3500000000000005,80.9353399430488,True,1.3875894298338514,-0.045443744460018864,0.04546871173748768,-6.492614959029229,-0.5895566726500027,-0.563916132573882,-6.731617914150352,11,11.55,-39.34523329871763,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_30_below_80;validation_trade_event_count_7_below_30;locked_oos_trade_event_count_11_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-39.345_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""dominant_factor_family"": ""volume_vwap_pressure"", ""side"": ""LONG""}"
82,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_side_long_family_volume_vwap_pressure_alpha_zoo_slow_residual_pair_6p0x_0p175alloc,alpha_zoo_slow_residual_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,side_long_family_volume_vwap_pressure,6.0,0.175,1.0499999999999998,10499.999999999998,10499.999999999998,True,0.08254419132066326,0.03451226768204296,0.7393640154767688,0.09721878168367794,0.09397547493710155,2.391734790687537,30,31.499999999999993,26.204505181162947,True,0.059487474858140876,0.0034852986610939595,2.782015556179128,1.0361007086496719,1.0325021303571613,75.92989103043053,7,7.349999999999999,80.93533994304883,True,1.3875894298338514,-0.045443744460018864,0.04546871173748768,-6.492614959029229,-0.5895566726500027,-0.563916132573882,-6.731617914150352,11,11.549999999999997,-39.345233298717645,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_30_below_80;validation_trade_event_count_7_below_30;locked_oos_trade_event_count_11_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-39.345_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""dominant_factor_family"": ""volume_vwap_pressure"", ""side"": ""LONG""}"
83,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_6p0x_0p1alloc,alpha_zoo_quality_single_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,6.0,0.1,0.6000000000000001,6000.000000000001,6000.000000000001,True,0.2149280878384392,0.14745719596022638,1.012689872152722,0.29266906619920513,0.2550588093652512,1.4575625586723604,405,243.00000000000003,8.844777277302024,False,0.005158136443009109,0.06630329689159797,0.22092719235765598,0.04750597115268935,0.044552025011246756,0.31859763027350385,86,51.60000000000001,0.9996388455444009,False,41.667778705182194,0.010073897367284923,0.06374497026850885,0.5527045339107391,0.16792991992463097,0.15786671111802517,1.2853308121985114,53,31.800000000000004,3.1678922538631826,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,True,False,False,False,validation_return_0.0052_below_0.02;train_return_per_turnover_proxy_bps_8.845_not_above_10.000;validation_return_per_turnover_proxy_bps_1.000_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_3.168_not_above_10.000,,"{""abs_factor_score_min"": 1.5}"
84,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_3p0x_0p2alloc,alpha_zoo_quality_single_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,3.0,0.2,0.6000000000000001,6000.000000000001,6000.000000000001,True,0.2149280878384392,0.14745719596022638,1.012689872152722,0.29266906619920513,0.2550588093652512,1.4575625586723604,405,243.00000000000003,8.844777277302024,False,0.005158136443009109,0.06630329689159797,0.22092719235765598,0.04750597115268935,0.044552025011246756,0.31859763027350385,86,51.60000000000001,0.9996388455444009,False,41.667778705182194,0.010073897367284923,0.06374497026850885,0.5527045339107391,0.16792991992463097,0.15786671111802517,1.2853308121985114,53,31.800000000000004,3.1678922538631826,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,True,False,False,False,validation_return_0.0052_below_0.02;train_return_per_turnover_proxy_bps_8.845_not_above_10.000;validation_return_per_turnover_proxy_bps_1.000_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_3.168_not_above_10.000,,"{""abs_factor_score_min"": 1.5}"
85,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_4p0x_0p15alloc,alpha_zoo_quality_single_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,4.0,0.15,0.6,6000.0,6000.0,True,0.2149280878384372,0.14745719596022658,1.0126898721527153,0.292669066199203,0.25505880936524933,1.4575625586723449,405,243.0,8.844777277301942,False,0.005158136443008887,0.06630329689159799,0.22092719235764943,0.047505971152687926,0.04455202501124542,0.3185976302734904,86,51.6,0.9996388455443579,False,41.6677787051836,0.010073897367284923,0.06374497026850885,0.5527045339107391,0.16792991992463097,0.15786671111802517,1.2853308121985114,53,31.799999999999997,3.1678922538631835,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,True,False,False,False,validation_return_0.0052_below_0.02;train_return_per_turnover_proxy_bps_8.845_not_above_10.000;validation_return_per_turnover_proxy_bps_1.000_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_3.168_not_above_10.000,,"{""abs_factor_score_min"": 1.5}"
86,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_side_long_abs_score_ge_2p5_alpha_zoo_slow_residual_pair_5p0x_0p2alloc,alpha_zoo_slow_residual_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,side_long_abs_score_ge_2.5,5.0,0.2,1.0,10000.0,10000.0,True,0.15681217500982392,0.05451103211527022,1.0755689720032682,0.1074448546358965,0.10189068806645878,2.876705300281702,16,16.0,98.00760938113994,True,0.007165524256586009,6.312214545023398e-05,1.9980234954019611,4.928300393401871,4.927989328142724,466.32097731155255,2,2.0,35.827621282930046,True,21.88425708917167,-0.010392131510781333,0.013282918515471254,-2.1330433307106498,-0.06542729626854571,-0.06456962322467763,-5.932076979245773,2,2.0,-51.960657553906664,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_16_below_80;validation_trade_event_count_2_below_30;locked_oos_trade_event_count_2_below_20;validation_return_0.0072_below_0.02;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-51.961_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5, ""side"": ""LONG""}"
87,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_3p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,3.0,0.175,0.5249999999999999,5249.999999999999,5249.999999999999,True,0.04647685023268355,0.1835565127778889,0.3156114354245653,0.09316036351030493,0.07871222244525623,0.2532018588134898,476,249.89999999999995,1.8598179364819352,False,0.1328307398293045,0.04274565362748648,2.6394312906462085,0.8927446991561647,0.8561480894698522,15.437370308976213,103,54.07499999999999,24.564168253223208,True,0.34989528999393593,-0.02063151056796453,0.0650738348046366,-1.2996719913132357,-0.4510227246942031,-0.4234661578902958,-2.3216266298300883,56,29.399999999999995,-7.0175206013484805,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_validation_return_ratio_0.3499_below_0.50;train_return_per_turnover_proxy_bps_1.860_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-7.018_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_validation,"{""abs_factor_score_min"": 1.5}"
88,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_3p0x_0p175alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,3.0,0.175,0.5249999999999999,5249.999999999999,5249.999999999999,True,0.04647685023268355,0.1835565127778889,0.3156114354245653,0.09316036351030493,0.07871222244525623,0.2532018588134898,476,249.89999999999995,1.8598179364819352,False,0.1328307398293045,0.04274565362748648,2.6394312906462085,0.8927446991561647,0.8561480894698522,15.437370308976213,103,54.07499999999999,24.564168253223208,True,0.34989528999393593,-0.02063151056796453,0.0650738348046366,-1.2996719913132357,-0.4510227246942031,-0.4234661578902958,-2.3216266298300883,56,29.399999999999995,-7.0175206013484805,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_validation_return_ratio_0.3499_below_0.50;train_return_per_turnover_proxy_bps_1.860_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-7.018_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_validation,"{""abs_factor_score_min"": 1.5}"
89,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_side_long_family_volume_vwap_pressure_alpha_zoo_slow_residual_pair_5p0x_0p2alloc,alpha_zoo_slow_residual_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,side_long_family_volume_vwap_pressure,5.0,0.2,1.0,10000.0,10000.0,True,0.07876404323964259,0.03288382574225779,0.7393640154767815,0.09721878168367958,0.09412363642524423,2.3952214032817305,30,30.0,26.254681079880864,True,0.05661752692910649,0.003319347920857241,2.7820155561791293,1.036100708649672,1.0326729079796442,75.55015355872943,7,7.0,80.88218132729499,True,1.391160079073514,-0.04331853057457047,0.043342361903633386,-6.492614959029208,-0.5895566726500012,-0.5650654034350948,-6.779674787810133,11,11.0,-39.380482340518604,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_30_below_80;validation_trade_event_count_7_below_30;locked_oos_trade_event_count_11_below_20;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-39.380_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""dominant_factor_family"": ""volume_vwap_pressure"", ""side"": ""LONG""}"
90,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_7p0x_0p075alloc,alpha_zoo_quality_single_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,7.0,0.075,0.525,5250.0,5250.0,True,0.18900796168492695,0.13005213730141924,1.0143527188529393,0.2931416942063454,0.2594054597395586,1.4533245328130746,405,212.625,8.889263336151767,False,0.004770068664728289,0.0582159429695688,0.2211073477752258,0.04754494470514339,0.044929340765479886,0.3353587298768213,86,45.15,1.0564936134503409,False,39.62374023722637,0.00899552850906149,0.05597476562653291,0.5523279280008854,0.16780092339169136,0.15890618682742047,1.3022220880014133,53,27.825000000000003,3.232894342879241,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,True,False,False,False,validation_return_0.0048_below_0.02;train_return_per_turnover_proxy_bps_8.889_not_above_10.000;validation_return_per_turnover_proxy_bps_1.056_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_3.233_not_above_10.000,,"{""abs_factor_score_min"": 1.5}"
91,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_3p0x_0p175alloc,alpha_zoo_quality_single_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,3.0,0.175,0.5249999999999999,5249.999999999999,5249.999999999999,True,0.18900796168492673,0.13005213730141924,1.0143527188529382,0.29314169420634506,0.25940545973955825,1.453324532813073,405,212.62499999999997,8.889263336151759,False,0.004770068664728289,0.0582159429695688,0.2211073477752258,0.04754494470514339,0.044929340765479886,0.3353587298768213,86,45.14999999999999,1.0564936134503409,False,39.62374023722632,0.00899552850906149,0.05597476562653291,0.5523279280008854,0.16780092339169136,0.15890618682742047,1.3022220880014133,53,27.824999999999996,3.232894342879242,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,True,False,False,False,validation_return_0.0048_below_0.02;train_return_per_turnover_proxy_bps_8.889_not_above_10.000;validation_return_per_turnover_proxy_bps_1.056_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_3.233_not_above_10.000,,"{""abs_factor_score_min"": 1.5}"
92,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_side_long_abs_score_ge_2p5_alpha_zoo_slow_residual_pair_6p0x_0p15alloc,alpha_zoo_slow_residual_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,side_long_abs_score_ge_2.5,6.0,0.15,0.8999999999999999,9000.0,9000.0,True,0.14107750520207207,0.04915920064064668,1.0755689720032664,0.10744485463589651,0.10241043930252682,2.869808771573553,16,14.399999999999999,97.97048972366117,True,0.00644901289940969,5.6809930905177275e-05,1.9980234954019704,4.92830039340465,4.928020432904357,465.8130493169038,2,1.7999999999999998,35.82784944116494,True,21.875829278459904,-0.00934941601034156,0.011954626663924106,-2.1330433307106964,-0.06542729626854692,-0.06465437732543289,-5.95098845883216,2,1.7999999999999998,-51.941200057453116,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_16_below_80;validation_trade_event_count_2_below_30;locked_oos_trade_event_count_2_below_20;validation_return_0.0064_below_0.02;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-51.941_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5, ""side"": ""LONG""}"
93,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_5p0x_0p1alloc,alpha_zoo_quality_single_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,5.0,0.1,0.5,5000.0,5000.0,True,0.18028521224922645,0.12418675925815509,1.014906267693941,0.29329848985907275,0.26089836714730463,1.451726523231481,405,202.5,8.902973444406244,False,0.004624380008638074,0.0555075710216299,0.2211673987501265,0.04755793584979807,0.045056934839194526,0.34090343874548856,86,43.0,1.0754372113111799,False,38.985812565676724,0.008624607333615364,0.0533722970303264,0.5522023968583117,0.16775793006562284,0.15925796656943328,1.3077344845426109,53,26.5,3.254568805137873,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,True,False,False,False,validation_return_0.0046_below_0.02;train_return_per_turnover_proxy_bps_8.903_not_above_10.000;validation_return_per_turnover_proxy_bps_1.075_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_3.255_not_above_10.000,,"{""abs_factor_score_min"": 1.5}"
94,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_quality_single_pair_4p0x_0p125alloc,alpha_zoo_quality_single_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,4.0,0.125,0.5,5000.0,5000.0,True,0.18028521224922645,0.12418675925815509,1.014906267693941,0.29329848985907275,0.26089836714730463,1.451726523231481,405,202.5,8.902973444406244,False,0.004624380008638074,0.0555075710216299,0.2211673987501265,0.04755793584979807,0.045056934839194526,0.34090343874548856,86,43.0,1.0754372113111799,False,38.985812565676724,0.008624607333615364,0.0533722970303264,0.5522023968583117,0.16775793006562284,0.15925796656943328,1.3077344845426109,53,26.5,3.254568805137873,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,True,False,False,False,validation_return_0.0046_below_0.02;train_return_per_turnover_proxy_bps_8.903_not_above_10.000;validation_return_per_turnover_proxy_bps_1.075_not_above_10.000;locked_oos_return_per_turnover_proxy_bps_3.255_not_above_10.000,,"{""abs_factor_score_min"": 1.5}"
95,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_side_long_abs_score_ge_2p5_alpha_zoo_slow_residual_pair_7p0x_0p125alloc,alpha_zoo_slow_residual_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,side_long_abs_score_ge_2.5,7.0,0.125,0.875,8750.0,8750.0,True,0.1371441735656378,0.04781782213604868,1.0755689720032644,0.1074448546358961,0.10254154144549896,2.868055621091287,16,14.0,97.96012397545556,True,0.006269883634126838,5.523187726896861e-05,1.998023495401956,4.928300393400578,4.928028209151352,465.68614363409904,2,1.75,35.82790648072479,True,21.873479887117057,-0.009088858744584427,0.011622553701037375,-2.1330433307106813,-0.06542729626854656,-0.0646756006271111,-5.95572487140407,2,1.75,-51.93633568333958,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_16_below_80;validation_trade_event_count_2_below_30;locked_oos_trade_event_count_2_below_20;validation_return_0.0063_below_0.02;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-51.936_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5, ""side"": ""LONG""}"
96,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_side_long_abs_score_ge_2p5_alpha_zoo_slow_residual_pair_5p0x_0p175alloc,alpha_zoo_slow_residual_pair,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,side_long_abs_score_ge_2.5,5.0,0.175,0.875,8750.0,8750.0,True,0.1371441735656378,0.04781782213604868,1.0755689720032644,0.1074448546358961,0.10254154144549896,2.868055621091287,16,14.0,97.96012397545556,True,0.006269883634126838,5.523187726896861e-05,1.998023495401956,4.928300393400578,4.928028209151352,465.68614363409904,2,1.75,35.82790648072479,True,21.873479887117057,-0.009088858744584427,0.011622553701037375,-2.1330433307106813,-0.06542729626854656,-0.0646756006271111,-5.95572487140407,2,1.75,-51.93633568333958,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_trade_event_count_16_below_80;validation_trade_event_count_2_below_30;locked_oos_trade_event_count_2_below_20;validation_return_0.0063_below_0.02;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-51.936_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5, ""side"": ""LONG""}"
97,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p1alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,5.0,0.1,0.5,5000.0,5000.0,True,0.04531288013717094,0.1755215513577386,0.31553335204792415,0.09312497876106425,0.07922013735392942,0.2581613470633966,476,238.0,1.9039025267718883,False,0.1263134860116042,0.04074068445638158,2.6393871694220756,0.8924119132926455,0.8574776854801118,15.253081930916535,103,51.5,24.52689048769013,True,0.35873350952413846,-0.019619548288614674,0.06206329448498823,-1.2997284040651444,-0.4510393709080054,-0.4246821947902095,-2.3228086317909717,56,28.0,-7.006981531648099,False,0.0,0.0,2.0,5.0,10.0,False,True,False,False,False,False,False,False,train_validation_return_ratio_0.3587_below_0.50;train_return_per_turnover_proxy_bps_1.904_not_above_10.000;locked_oos_return_not_positive;locked_oos_return_per_turnover_proxy_bps_-7.007_not_above_10.000;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_validation,"{""abs_factor_score_min"": 1.5}"
