selection_rank,status,decision,model_id,candidate_name,model_kind,role,variant_name,leverage,allocation_fraction,target_notional_fraction_of_equity,expected_replay_notional_for_10000_equity,live_notional_for_10000_equity,notional_parity_passed,train_return,train_mdd,train_sharpe,train_sortino,train_smart_sortino,train_calmar,train_trade_event_count,validation_return,validation_mdd,validation_sharpe,validation_sortino,validation_smart_sortino,validation_calmar,validation_trade_event_count,train_validation_return_ratio,locked_oos_return,locked_oos_mdd,locked_oos_sharpe,locked_oos_sortino,locked_oos_smart_sortino,locked_oos_calmar,locked_oos_trade_event_count,locked_oos_liquidation_count,locked_oos_account_wipeout_count,selection_eligible,calendar_quarantined,historical_oos_bucket_quarantined,primary_10bps_promotion_gate_pass,ready_for_paper,ready_for_real,real_money_execution,rejection_reasons,primary_10bps_gate_reasons,trade_filter_params
11,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p2alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,5.0,0.2,1.0,10000.0,10000.0,True,0.04794962553312421,0.323923968969862,0.3170713381196649,0.09381782693632734,0.07086345525515826,0.1480274080538494,476,0.26008506379638363,0.08026663912978053,2.6401922123680857,0.8990697145894678,0.832266481276995,19.412662436887338,103,0.18436131945917197,-0.040374265543010046,0.12065365522948526,-1.2986000767756674,-0.450706355151558,-0.4021816669658417,-2.2924444310366914,56,0.0,0.0,True,False,False,False,False,False,False,train_validation_return_ratio_0.1844_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_validation,"{""abs_factor_score_min"": 1.5}"
12,reject_or_quarantine,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_1p5_alpha_zoo_conservative_exit_5p0x_0p2alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_1.5,5.0,0.2,1.0,10000.0,10000.0,True,0.04794962553312421,0.323923968969862,0.3170713381196649,0.09381782693632734,0.07086345525515826,0.1480274080538494,476,0.26008506379638363,0.08026663912978053,2.6401922123680857,0.8990697145894678,0.832266481276995,19.412662436887338,103,0.18436131945917197,-0.040374265543010046,0.12065365522948526,-1.2986000767756674,-0.450706355151558,-0.4021816669658417,-2.2924444310366914,56,0.0,0.0,True,False,False,False,False,False,False,train_validation_return_ratio_0.1844_below_0.50;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation;train_total_return_not_above_validation,"{""abs_factor_score_min"": 1.5}"
13,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,6.0,0.15,0.8999999999999999,9000.0,9000.0,True,0.36186910809664363,0.08864821922250869,1.6907367512833829,0.27175497029909695,0.24962606423329206,4.082079834997535,63,0.07627920895005458,0.033841875668327304,2.0592110233577934,0.3965309494998721,0.3835508686892128,10.285294489613984,14,4.744007090235887,-0.00518341004917422,0.012516436648236682,-1.1827728373962563,-0.08959941599106418,-0.08849181380962841,-3.1963643582259027,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
14,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_6p0x_0p15alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,6.0,0.15,0.8999999999999999,9000.0,9000.0,True,0.36186910809664363,0.08864821922250869,1.6907367512833829,0.27175497029909695,0.24962606423329206,4.082079834997535,63,0.07627920895005458,0.033841875668327304,2.0592110233577934,0.3965309494998721,0.3835508686892128,10.285294489613984,14,4.744007090235887,-0.00518341004917422,0.012516436648236682,-1.1827728373962563,-0.08959941599106418,-0.08849181380962841,-3.1963643582259027,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
15,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,5.0,0.175,0.875,8750.0,8750.0,True,0.35100199362149187,0.08626319490542299,1.6916787598007859,0.2718847368530917,0.25029361035910247,4.068965843501652,63,0.07416244201337707,0.03291087357480582,2.059268067372988,0.3965464571851583,0.38391159133870756,10.24991169504939,14,4.732880742494696,-0.005037803436494959,0.012169638628624755,-1.182772837396227,-0.08959941599106237,-0.08852213361434101,-3.1966950577103126,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
16,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_5p0x_0p175alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,5.0,0.175,0.875,8750.0,8750.0,True,0.35100199362149187,0.08626319490542299,1.6916787598007859,0.2718847368530917,0.25029361035910247,4.068965843501652,63,0.07416244201337707,0.03291087357480582,2.059268067372988,0.3965464571851583,0.38391159133870756,10.24991169504939,14,4.732880742494696,-0.005037803436494959,0.012169638628624755,-1.182772837396227,-0.08959941599106237,-0.08852213361434101,-3.1966950577103126,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
17,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_6p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.15,0.8999999999999999,9000.0,9000.0,True,0.3817863892665132,0.07139752081679626,1.8333681012640803,0.24976367524086893,0.23311951949492823,5.347333981612118,42,0.06492944700092895,0.01499548679681926,2.0072614588526783,0.6483046359386917,0.6387266193514304,19.42179718593918,8,5.880019111529641,-0.00193141253562934,0.00193141253562934,-2.8029452799069166,-0.08394158892769572,-0.08377977561883329,-7.804677137996662,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
18,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_6p0x_0p15alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,6.0,0.15,0.8999999999999999,9000.0,9000.0,True,0.3817863892665132,0.07139752081679626,1.8333681012640803,0.24976367524086893,0.23311951949492823,5.347333981612118,42,0.06492944700092895,0.01499548679681926,2.0072614588526783,0.6483046359386917,0.6387266193514304,19.42179718593918,8,5.880019111529641,-0.00193141253562934,0.00193141253562934,-2.8029452799069166,-0.08394158892769572,-0.08377977561883329,-7.804677137996662,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
19,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_carry_forward_old_split_selected_5p0x_0p175alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.175,0.875,8750.0,8750.0,True,0.36988848677499386,0.06946197893107453,1.8332418838551052,0.24961886223156013,0.2334060183056286,5.325049652588007,42,0.06312942079041761,0.014579204658876799,2.0073270371314527,0.6483731639799567,0.6390562323795642,19.36966756395596,8,5.859209258437218,-0.00187776218741742,0.00187776218741742,-2.802945279906918,-0.08394158892769572,-0.0837842620085953,-7.806111451641615,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
20,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_3_alpha_zoo_conservative_exit_5p0x_0p175alloc,alpha_zoo_conservative_exit,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_3,5.0,0.175,0.875,8750.0,8750.0,True,0.36988848677499386,0.06946197893107453,1.8332418838551052,0.24961886223156013,0.2334060183056286,5.325049652588007,42,0.06312942079041761,0.014579204658876799,2.0073270371314527,0.6483731639799567,0.6390562323795642,19.36966756395596,8,5.859209258437218,-0.00187776218741742,0.00187776218741742,-2.802945279906918,-0.08394158892769572,-0.0837842620085953,-7.806111451641615,1,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_42_below_80;validation_trade_event_count_8_below_30;locked_oos_trade_event_count_1_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 3.0}"
21,shadow_only_thin_sample,not_promoted_shadow_or_reject,fresh_tv10_filter_abs_score_ge_2p5_alpha_zoo_conservative_exit_carry_forward_old_split_selected_7p0x_0p15alloc,alpha_zoo_conservative_exit_carry_forward_old_split_selected,individual_seed_trade_filter,fresh_train_validation_10bps_trade_filter,abs_score_ge_2.5,7.0,0.15,1.05,10500.0,10500.0,True,0.22397415114750796,0.18439730279375363,0.8817824623043757,0.08489237756513546,0.07167559176713044,1.2146281304234727,63,0.08897474255677351,0.03941707543298312,2.058868730919238,0.39643785240144636,0.3814040213225329,10.499501886308693,14,2.517277878096621,-0.006058989201550791,0.014596168858557173,-1.1827728373962028,-0.08959941599106075,-0.08831042215728258,-3.1943509819336473,5,0.0,0.0,True,False,False,False,False,False,False,train_trade_event_count_63_below_80;validation_trade_event_count_14_below_30;locked_oos_trade_event_count_5_below_20;locked_oos_return_not_positive;primary_10bps_promotion_gate_failed,liquidation_count_positive;locked_oos_calmar_non_positive;locked_oos_return_non_positive;locked_oos_sharpe_non_positive;locked_oos_smart_sortino_non_positive;locked_oos_sortino_non_positive;train_calmar_not_above_validation;train_sharpe_not_above_validation;train_smart_sortino_not_above_validation;train_sortino_not_above_validation,"{""abs_factor_score_min"": 2.5}"
