candidate_name,variant_name,source,calendar_primary,calendar_rule_rejection_reasons,variant_gate_pass,params_json
alpha_zoo_fast_residual,base,residual_pair_seed,False,,True,"{""entry_threshold"": 0.9, ""exit_threshold"": 0.25, ""fast_lookback_bars"": 2, ""history_window"": 72, ""max_hold_bars"": 36, ""max_longs"": 1, ""max_shorts"": 1, ""slow_lookback_bars"": 18, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.05}"
alpha_zoo_fast_residual,entry_10pct_stricter,residual_pair_seed,False,,True,"{""entry_threshold"": 0.9900000000000001, ""exit_threshold"": 0.25, ""fast_lookback_bars"": 2, ""history_window"": 72, ""max_hold_bars"": 36, ""max_longs"": 1, ""max_shorts"": 1, ""slow_lookback_bars"": 18, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.05}"
alpha_zoo_fast_residual,entry_25pct_stricter,residual_pair_seed,False,,True,"{""entry_threshold"": 1.125, ""exit_threshold"": 0.25, ""fast_lookback_bars"": 2, ""history_window"": 72, ""max_hold_bars"": 36, ""max_longs"": 1, ""max_shorts"": 1, ""slow_lookback_bars"": 18, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.05}"
alpha_zoo_fast_residual,exit_hysteresis_25pct_wider,residual_pair_seed,False,,True,"{""entry_threshold"": 0.9, ""exit_threshold"": 0.3125, ""fast_lookback_bars"": 2, ""history_window"": 72, ""max_hold_bars"": 36, ""max_longs"": 1, ""max_shorts"": 1, ""slow_lookback_bars"": 18, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.05}"
alpha_zoo_fast_residual,max_hold_50pct_longer,residual_pair_seed,False,,True,"{""entry_threshold"": 0.9, ""exit_threshold"": 0.25, ""fast_lookback_bars"": 2, ""history_window"": 72, ""max_hold_bars"": 54.0, ""max_longs"": 1, ""max_shorts"": 1, ""slow_lookback_bars"": 18, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.05}"
alpha_zoo_high_confidence_long_only,base,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 1.25, ""exit_threshold"": 0.4, ""max_hold_bars"": 24, ""max_longs"": 1, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.018, ""take_profit_pct"": 0.04}"
alpha_zoo_high_confidence_long_only,entry_10pct_stricter,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 1.375, ""exit_threshold"": 0.4, ""max_hold_bars"": 24, ""max_longs"": 1, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.018, ""take_profit_pct"": 0.04}"
alpha_zoo_high_confidence_long_only,entry_25pct_stricter,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 1.5625, ""exit_threshold"": 0.4, ""max_hold_bars"": 24, ""max_longs"": 1, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.018, ""take_profit_pct"": 0.04}"
alpha_zoo_high_confidence_long_only,exit_hysteresis_25pct_wider,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 1.25, ""exit_threshold"": 0.5, ""max_hold_bars"": 24, ""max_longs"": 1, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.018, ""take_profit_pct"": 0.04}"
alpha_zoo_high_confidence_long_only,max_hold_50pct_longer,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 1.25, ""exit_threshold"": 0.4, ""max_hold_bars"": 36.0, ""max_longs"": 1, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.018, ""take_profit_pct"": 0.04}"
alpha_zoo_quality_single_pair,base,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.1, ""exit_threshold"": 0.35, ""max_hold_bars"": 36, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.45, ""residual_reversal_weight"": 0.2, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_quality_single_pair,entry_10pct_stricter,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.2100000000000002, ""exit_threshold"": 0.35, ""max_hold_bars"": 36, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.45, ""residual_reversal_weight"": 0.2, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_quality_single_pair,entry_25pct_stricter,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.375, ""exit_threshold"": 0.35, ""max_hold_bars"": 36, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.45, ""residual_reversal_weight"": 0.2, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_quality_single_pair,exit_hysteresis_25pct_wider,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.1, ""exit_threshold"": 0.4375, ""max_hold_bars"": 36, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.45, ""residual_reversal_weight"": 0.2, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_quality_single_pair,max_hold_50pct_longer,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.1, ""exit_threshold"": 0.35, ""max_hold_bars"": 54.0, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.45, ""residual_reversal_weight"": 0.2, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_slow_residual_pair,base,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.0, ""exit_threshold"": 0.3, ""fast_lookback_bars"": 6, ""history_window"": 144, ""max_hold_bars"": 48, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.4, ""residual_reversal_weight"": 0.25, ""slow_lookback_bars"": 48, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.06, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_slow_residual_pair,entry_10pct_stricter,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.1, ""exit_threshold"": 0.3, ""fast_lookback_bars"": 6, ""history_window"": 144, ""max_hold_bars"": 48, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.4, ""residual_reversal_weight"": 0.25, ""slow_lookback_bars"": 48, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.06, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_slow_residual_pair,entry_25pct_stricter,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.25, ""exit_threshold"": 0.3, ""fast_lookback_bars"": 6, ""history_window"": 144, ""max_hold_bars"": 48, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.4, ""residual_reversal_weight"": 0.25, ""slow_lookback_bars"": 48, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.06, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_slow_residual_pair,exit_hysteresis_25pct_wider,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.0, ""exit_threshold"": 0.375, ""fast_lookback_bars"": 6, ""history_window"": 144, ""max_hold_bars"": 48, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.4, ""residual_reversal_weight"": 0.25, ""slow_lookback_bars"": 48, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.06, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_slow_residual_pair,max_hold_50pct_longer,residual_pair_seed,False,,True,"{""breakout_failure_weight"": 0.1, ""entry_threshold"": 1.0, ""exit_threshold"": 0.3, ""fast_lookback_bars"": 6, ""history_window"": 144, ""max_hold_bars"": 72.0, ""max_longs"": 1, ""max_shorts"": 1, ""residual_momentum_weight"": 0.4, ""residual_reversal_weight"": 0.25, ""slow_lookback_bars"": 48, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.06, ""trend_efficiency_weight"": 0.15, ""vwap_pressure_weight"": 0.1}"
alpha_zoo_high_confidence_single_pair,base,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.35, ""exit_threshold"": 0.45, ""max_hold_bars"": 24, ""max_longs"": 1, ""max_shorts"": 1, ""risk_off_long_multiplier"": 0.05, ""risk_off_short_multiplier"": 1.25, ""risk_on_long_multiplier"": 1.15, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.015, ""take_profit_pct"": 0.035}"
alpha_zoo_high_confidence_single_pair,entry_10pct_stricter,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.4850000000000003, ""exit_threshold"": 0.45, ""max_hold_bars"": 24, ""max_longs"": 1, ""max_shorts"": 1, ""risk_off_long_multiplier"": 0.05, ""risk_off_short_multiplier"": 1.25, ""risk_on_long_multiplier"": 1.15, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.015, ""take_profit_pct"": 0.035}"
alpha_zoo_high_confidence_single_pair,entry_25pct_stricter,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.6875, ""exit_threshold"": 0.45, ""max_hold_bars"": 24, ""max_longs"": 1, ""max_shorts"": 1, ""risk_off_long_multiplier"": 0.05, ""risk_off_short_multiplier"": 1.25, ""risk_on_long_multiplier"": 1.15, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.015, ""take_profit_pct"": 0.035}"
alpha_zoo_high_confidence_single_pair,exit_hysteresis_25pct_wider,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.35, ""exit_threshold"": 0.5625, ""max_hold_bars"": 24, ""max_longs"": 1, ""max_shorts"": 1, ""risk_off_long_multiplier"": 0.05, ""risk_off_short_multiplier"": 1.25, ""risk_on_long_multiplier"": 1.15, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.015, ""take_profit_pct"": 0.035}"
alpha_zoo_high_confidence_single_pair,max_hold_50pct_longer,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.35, ""exit_threshold"": 0.45, ""max_hold_bars"": 36.0, ""max_longs"": 1, ""max_shorts"": 1, ""risk_off_long_multiplier"": 0.05, ""risk_off_short_multiplier"": 1.25, ""risk_on_long_multiplier"": 1.15, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.015, ""take_profit_pct"": 0.035}"
alpha_zoo_long_risk_on,base,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 0.85, ""exit_threshold"": 0.25, ""max_hold_bars"": 72, ""max_longs"": 2, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.06}"
alpha_zoo_long_risk_on,entry_10pct_stricter,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 0.935, ""exit_threshold"": 0.25, ""max_hold_bars"": 72, ""max_longs"": 2, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.06}"
alpha_zoo_long_risk_on,entry_25pct_stricter,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 1.0625, ""exit_threshold"": 0.25, ""max_hold_bars"": 72, ""max_longs"": 2, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.06}"
alpha_zoo_long_risk_on,exit_hysteresis_25pct_wider,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 0.85, ""exit_threshold"": 0.3125, ""max_hold_bars"": 72, ""max_longs"": 2, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.06}"
alpha_zoo_long_risk_on,max_hold_50pct_longer,state_distilled_external_risk_filter_seed,False,,True,"{""allow_shorts"": false, ""entry_threshold"": 0.85, ""exit_threshold"": 0.25, ""max_hold_bars"": 108.0, ""max_longs"": 2, ""max_shorts"": 0, ""risk_off_long_multiplier"": 0.05, ""risk_on_long_multiplier"": 1.2, ""stop_loss_pct"": 0.025, ""take_profit_pct"": 0.06}"
alpha_zoo_default,base,crypto_fx_alpha_zoo_formulaic_default,False,,True,{}
alpha_zoo_short_risk_off,base,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.05, ""exit_threshold"": 0.35, ""max_hold_bars"": 36, ""max_longs"": 0, ""max_shorts"": 2, ""risk_off_short_multiplier"": 1.3, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05}"
alpha_zoo_short_risk_off,entry_10pct_stricter,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.1550000000000002, ""exit_threshold"": 0.35, ""max_hold_bars"": 36, ""max_longs"": 0, ""max_shorts"": 2, ""risk_off_short_multiplier"": 1.3, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05}"
alpha_zoo_short_risk_off,entry_25pct_stricter,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.3125, ""exit_threshold"": 0.35, ""max_hold_bars"": 36, ""max_longs"": 0, ""max_shorts"": 2, ""risk_off_short_multiplier"": 1.3, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05}"
alpha_zoo_short_risk_off,exit_hysteresis_25pct_wider,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.05, ""exit_threshold"": 0.4375, ""max_hold_bars"": 36, ""max_longs"": 0, ""max_shorts"": 2, ""risk_off_short_multiplier"": 1.3, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05}"
alpha_zoo_short_risk_off,max_hold_50pct_longer,state_distilled_external_risk_filter_seed,False,,True,"{""entry_threshold"": 1.05, ""exit_threshold"": 0.35, ""max_hold_bars"": 54.0, ""max_longs"": 0, ""max_shorts"": 2, ""risk_off_short_multiplier"": 1.3, ""risk_on_short_multiplier"": 0.25, ""stop_loss_pct"": 0.02, ""take_profit_pct"": 0.05}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
alpha_zoo_slow_residual_pair,side_long_abs_score_ge_2.5,fresh_train_validation_trade_filter_grid,False,,True,"{""abs_factor_score_min"": 2.5, ""filter_trade_count"": 20, ""round_trip_slippage_fee_bps"": 10.0, ""selection_inputs"": [""train"", ""validation""], ""side"": ""LONG""}"
